"","logFC","logCPM","F","PValue","FDR","flag"
"FBgn0004509",0.399829699811858,7.00364297954832,8.65357203430138,0.0123904828908027,0.0836334882018713,"NotSig"
"FBgn0036446",0.291936755907265,6.54539786448478,8.65056297010364,0.0124022417659567,0.0836334882018713,"NotSig"
"FBgn0035880",-0.351785612622215,9.74274527972776,8.65040568952587,0.0124028503600499,0.0836334882018713,"NotSig"
"FBgn0030555",0.289461464797772,8.32992680621383,8.64982729699611,0.0124051121526631,0.0836334882018713,"NotSig"
"FBgn0051121",0.363862366233428,3.97424780107407,8.64593269224355,0.0124213438523377,0.0836747809222975,"NotSig"
"FBgn0027617",-0.579341370616712,2.79878990257383,8.6235887556682,0.0125117968891376,0.0842155824757479,"NotSig"
"FBgn0053543",0.226830917719867,7.07752589729346,8.61903864849582,0.0125261943656615,0.0842439993121949,"NotSig"
"FBgn0032480",0.242276387755799,5.97279027520291,8.61160959543234,0.0125556294861508,0.084337358179356,"NotSig"
"FBgn0028979",0.392020439128884,4.53347111472922,8.61052874981746,0.012560449647922,0.084337358179356,"NotSig"
"FBgn0015299",-0.4235379183135,4.09476428542241,8.60628848229226,0.0125775227023495,0.0843571236137792,"NotSig"
"FBgn0036908",-0.25642593353114,5.25317107347265,8.60455405973594,0.0125837719124311,0.0843571236137792,"NotSig"
"FBgn0000253",0.269396831867273,11.5644033129817,8.59249240422785,0.012631708619142,0.084554270073096,"NotSig"
"FBgn0028426",0.431056328640076,4.31400489832133,8.59152126541833,0.0126363650140338,0.084554270073096,"NotSig"
"FBgn0021895",0.248923736503866,6.69232346052099,8.58886557464417,0.012646211189148,0.084554270073096,"NotSig"
"FBgn0051866",-0.636752065741862,2.62773255343916,8.58697030890722,0.0126584036928344,0.084554270073096,"NotSig"
"FBgn0034087",0.3825612351083,6.6143767033777,8.58436076134743,0.0126642462725739,0.084554270073096,"NotSig"
"FBgn0003028",0.432360435514348,3.76112061759382,8.58120356753406,0.0126781745866253,0.0845790551189932,"NotSig"
"FBgn0039804",0.477254873481359,3.12024895167929,8.57611016354876,0.0126997779411808,0.0846549610104958,"NotSig"
"FBgn0283467",-0.48476384772273,3.24570915773661,8.57069365162875,0.012721396698421,0.0847157078071069,"NotSig"
"FBgn0004049",0.316367114801881,6.14956398467744,8.56816095801172,0.0127293562642881,0.0847157078071069,"NotSig"
"FBgn0024806",0.320531252259697,7.9100509295235,8.56298243804843,0.0127502411009267,0.0847865430317847,"NotSig"
"FBgn0039137",0.235177187407017,5.50729805740108,8.55494118397519,0.0127827933967171,0.084899040391534,"NotSig"
"FBgn0030321",-0.355372760774852,5.26109945770086,8.55376547134968,0.0127876679995462,0.084899040391534,"NotSig"
"FBgn0039282",0.214985757581781,6.70193960811892,8.54086771572867,0.0128399338369314,0.0851501595255297,"NotSig"
"FBgn0263354",0.556035594572364,5.65256566947783,8.53936795618922,0.0128460622354616,0.0851501595255297,"NotSig"
"FBgn0001075",0.683897556419894,3.25242026370741,8.5308710741292,0.0128830245326993,0.0853027993793763,"NotSig"
"FBgn0030786",-0.332707176079891,4.43567863648619,8.52883714836856,0.0128896970677135,0.0853027993793763,"NotSig"
"FBgn0035392",-0.321016383658138,4.68017358875275,8.5189280964635,0.0129301771021228,0.085502345230411,"NotSig"
"FBgn0066114",-0.360923935030284,4.48683463239323,8.51249221029963,0.012956711096182,0.085609426309091,"NotSig"
"FBgn0040212",0.397247762999355,5.18238454365997,8.50638755449975,0.0129815003970613,0.0857048180121773,"NotSig"
"FBgn0261611",0.272648605161241,5.72966732174495,8.49614390295442,0.0130236177444531,0.0859143675747628,"NotSig"
"FBgn0001134",0.456375219485267,3.52526971903793,8.49018031016124,0.0130499874560786,0.0860197819656647,"NotSig"
"FBgn0029898",0.309985483062661,5.43814839563528,8.47935520851942,0.0130933745308901,0.0862371103748917,"NotSig"
"FBgn0034727",-0.28810957790162,4.65157440366483,8.47062505669711,0.0131303269292179,0.0863753936301668,"NotSig"
"FBgn0086384",-0.274435452943482,5.28999833776341,8.46935484314636,0.0131352362097331,0.0863753936301668,"NotSig"
"FBgn0019650",0.318556682518919,7.64817831656091,8.46404740634665,0.0131573243416274,0.0864519747812167,"NotSig"
"FBgn0040011",0.204041782270746,6.40721240476782,8.44139919970765,0.0132526672793396,0.0870093833510332,"NotSig"
"FBgn0004638",0.365408066845551,6.11334560358104,8.43515611172611,0.0132790948850528,0.0870691889630482,"NotSig"
"FBgn0035771",-0.363725375764761,6.88890020028704,8.4342775659505,0.013282810201755,0.0870691889630482,"NotSig"
"FBgn0032494",0.354786505632515,7.30922883593568,8.43155569438084,0.013294351718374,0.0870759002186851,"NotSig"
"FBgn0037707",-0.357796736191239,4.31976013111867,8.41843804584639,0.0133508952432205,0.0873663708808344,"NotSig"
"FBgn0031118",0.541149909320345,7.09065645600605,8.41617492649953,0.0133598049927692,0.0873663708808344,"NotSig"
"FBgn0040372",0.384022988629792,6.44289752509803,8.40522194421713,0.0134066514824888,0.0875464976904105,"NotSig"
"FBgn0284247",0.520311527850908,4.14389731237893,8.40498734773306,0.0134084984987849,0.0875464976904105,"NotSig"
"FBgn0035331",0.589738656512324,4.39749215195653,8.40059137796054,0.0134272483921702,0.0875998340731101,"NotSig"
"FBgn0039805",0.821220769726685,3.79949275403896,8.39749413164622,0.0134412390751072,0.0876220616557582,"NotSig"
"FBgn0035495",0.305982664241785,9.51451886577492,8.3847450458534,0.0134947376143126,0.0879015992988936,"NotSig"
"FBgn0033751",-0.259790000492334,6.52383033177339,8.37791930038526,0.0135242611626017,0.0880099409961054,"NotSig"
"FBgn0019940",0.287007388582801,9.03661842740761,8.37598539293483,0.0135326313429209,0.0880099409961054,"NotSig"
"FBgn0005771",0.199422120537964,6.42268275434581,8.36422464612765,0.0135837128388802,0.0881713224439393,"NotSig"
"FBgn0259878",0.349924313325866,5.82797966068517,8.36283280037754,0.0135897828360446,0.0881713224439393,"NotSig"
"FBgn0037880",-0.472178108950247,3.90012629223248,8.36228350081164,0.0135933063669605,0.0881713224439393,"NotSig"
"FBgn0025781",0.3193181577948,4.07920582003679,8.36068183627492,0.0136000457495966,0.0881713224439393,"NotSig"
"FBgn0259234",0.452180682003026,7.78383512010369,8.35411229356508,0.0136278038622125,0.0882821503718759,"NotSig"
"FBgn0038735",0.259396232214994,6.9960100739342,8.34433585571165,0.0136705996757914,0.0884151983835315,"NotSig"
"FBgn0030407",-0.341956278177008,3.45833329788236,8.34439735194575,0.0136719308410285,0.0884151983835315,"NotSig"
"FBgn0036576",0.384031154201315,4.39977805234378,8.34224129111202,0.0136803803755651,0.0884151983835315,"NotSig"
"FBgn0011826",0.331195407011227,6.56514526997806,8.3323167257325,0.0137234306487514,0.088526718792823,"NotSig"
"FBgn0260942",0.363443895837148,6.16745364557298,8.33122263121201,0.0137282564421227,0.088526718792823,"NotSig"
"FBgn0031170",0.338045920562338,7.42125437981154,8.32954675687223,0.0137356351753676,0.088526718792823,"NotSig"
"FBgn0038741",-0.630561672324848,2.31989281035422,8.3278322192893,0.0137503543988545,0.088526718792823,"NotSig"
"FBgn0035696",0.282315691141263,6.08174961503944,8.32604463223782,0.0137511004188393,0.088526718792823,"NotSig"
"FBgn0000318",-0.278207146154509,6.21962043068549,8.31937571700414,0.0137805843080886,0.0886475971147364,"NotSig"
"FBgn0027599",-0.392855460173698,4.60607681599941,8.31249427603344,0.0138116418812319,0.0887784030549059,"NotSig"
"FBgn0036557",-0.310763834028608,5.22397030468002,8.28448348579619,0.013936216281926,0.0895096467013693,"NotSig"
"FBgn0000139",-0.278184939018638,5.07233615128365,8.28048235466081,0.0139542408247133,0.089555937820001,"NotSig"
"FBgn0032910",0.276387343919371,6.00142143717375,8.26752313764126,0.0140124163351751,0.0898596396893218,"NotSig"
"FBgn0036697",0.306448932027046,6.36507762867275,8.24758990653149,0.014102754366919,0.0903689654827572,"NotSig"
"FBgn0024804",0.264690201618222,6.53933814274865,8.2305702086794,0.0141804360786303,0.0907023077682816,"NotSig"
"FBgn0037134",-0.372598792178439,4.92896608758377,8.22857811476851,0.0141899851602538,0.0907023077682816,"NotSig"
"FBgn0039277",0.343342486388062,7.14477890037649,8.22547581972319,0.0142037830019845,0.0907023077682816,"NotSig"
"FBgn0052121",0.408138460802721,3.53852282425323,8.22475980523081,0.0142087916670567,0.0907023077682816,"NotSig"
"FBgn0083991",0.277765895519382,5.33532669825133,8.22423707853977,0.0142095534696776,0.0907023077682816,"NotSig"
"FBgn0030260",-0.547841457307662,3.80584408854764,8.21952781861063,0.0142324517789353,0.0907784809536252,"NotSig"
"FBgn0036988",0.495824234403678,4.4393571531433,8.21316311292337,0.0142610102943252,0.0908906114139477,"NotSig"
"FBgn0032049",-4.49390459179856,1.66719229875958,7.99309605495734,0.0142862635435577,0.0909815199054724,"NotSig"
"FBgn0035490",0.36473051547396,5.16314445881848,8.19223060181353,0.0143575414848289,0.0913651698331274,"NotSig"
"FBgn0029114",0.463575524981251,4.118153077312,8.17304786351269,0.0144476858587567,0.0918308417257611,"NotSig"
"FBgn0264492",0.378198742772787,7.02062104392696,8.16947392489688,0.0144634932214992,0.0918308417257611,"NotSig"
"FBgn0005585",-0.293446949427929,8.4203958179561,8.16936613689311,0.014463995363014,0.0918308417257611,"NotSig"
"FBgn0039723",-0.271572471147303,5.3093845110492,8.16406165768442,0.0144890288943443,0.0918780966632143,"NotSig"
"FBgn0020412",0.322541046751828,6.05838687623352,8.1630537781652,0.0144936338014444,0.0918780966632143,"NotSig"
"FBgn0052267",0.489536630304994,4.20424581653443,8.15634249143013,0.014526063351452,0.0920132199591977,"NotSig"
"FBgn0004867",-0.431217551592876,9.81875053293156,8.14931544877903,0.0145583455851058,0.0921472042041982,"NotSig"
"FBgn0025830",0.308763096073021,4.45590432145144,8.13540098238576,0.014624852632383,0.0924974445710458,"NotSig"
"FBgn0034000",-0.858513782948007,2.11369323186265,8.1268927539701,0.0146756457345903,0.0927469724802091,"NotSig"
"FBgn0033081",-0.422646804811858,3.53678026472927,8.12261962320875,0.0146867110667417,0.0927469724802091,"NotSig"
"FBgn0031972",-0.3201980678061,4.71701796117358,8.11600381766032,0.0147171705976941,0.0928265463568166,"NotSig"
"FBgn0032120",0.321919235769431,6.29231874653797,8.11495552820329,0.0147217363650803,0.0928265463568166,"NotSig"
"FBgn0024360",-0.346445970819946,3.82454453957658,8.10974150624853,0.0147479797278811,0.0928851919079422,"NotSig"
"FBgn0043010",-0.30919688372179,4.77500411296753,8.10842536628627,0.0147534759462428,0.0928851919079422,"NotSig"
"FBgn0040230",0.301458580186734,6.55832971908819,8.10321099692511,0.0147780746219493,0.0929200869341164,"NotSig"
"FBgn0002973",0.334200701354186,6.63605472796416,8.09907455845902,0.0147979781174875,0.0929200869341164,"NotSig"
"FBgn0286028",0.805096301730139,2.55779880653491,8.09480139137677,0.0148245656771065,0.0929200869341164,"NotSig"
"FBgn0031227",0.574829557437308,2.47068035789387,8.09016648230446,0.0148469756994316,0.0929200869341164,"NotSig"
"FBgn0037997",-0.386171378277259,2.99804128170412,8.08891073728141,0.0148500279721688,0.0929200869341164,"NotSig"
"FBgn0035631",-0.227318982001596,5.3946598195231,8.08777549006722,0.0148525912257311,0.0929200869341164,"NotSig"
"FBgn0052039",-0.391196415569905,4.01890178244554,8.08735145828395,0.0148554316878172,0.0929200869341164,"NotSig"
"FBgn0010329",0.276797108117875,6.1221952140041,8.08461636220243,0.0148678052461864,0.0929200869341164,"NotSig"
"FBgn0039430",0.246031470052195,7.68342782896583,8.08457581139708,0.0148679905417778,0.0929200869341164,"NotSig"
"FBgn0001989",-0.293542380545232,6.83218987848819,8.08390259091131,0.0148712544012205,0.0929200869341164,"NotSig"
"FBgn0263133",-0.253924190584212,5.08043797472584,8.07815026431918,0.0148993582482385,0.0930254803447713,"NotSig"
"FBgn0033244",0.270624153458989,7.62379282229386,8.06583762026409,0.0149590618242658,0.0933278619767119,"NotSig"
"FBgn0027053",-0.274188262463815,4.39715044596147,8.05715218018704,0.0150022225440134,0.0935266569592525,"NotSig"
"FBgn0032536",0.425586539943671,4.7887289734973,8.04540929226174,0.0150595579495659,0.0938134539235936,"NotSig"
"FBgn0032818",-0.377825959574047,3.9060433738387,8.04214854616431,0.0150763933405416,0.0938477146363485,"NotSig"
"FBgn0000711",0.29694143703641,8.02875101433563,8.03358027677543,0.0151173872929161,0.0939288335475667,"NotSig"
"FBgn0037989",0.448438991296735,7.61288927316221,8.03342722246355,0.0151181439900062,0.0939288335475667,"NotSig"
"FBgn0039203",0.416543533397799,5.22585122496595,8.03094855566052,0.0151305977901076,0.0939288335475667,"NotSig"
"FBgn0033259",0.224968029108729,6.14576415328968,8.03005793006146,0.0151348066134139,0.0939288335475667,"NotSig"
"FBgn0035499",-0.29893680456037,8.72266961529797,8.02500497051376,0.0151598089655362,0.0940135269106171,"NotSig"
"FBgn0036790",0.274455639770732,6.42287953723506,8.0185608305679,0.0151917888632484,0.094141332334456,"NotSig"
"FBgn0261984",0.216875020552253,7.2708848816499,8.01224316249546,0.0152232049374019,0.0942654552556095,"NotSig"
"FBgn0013269",-0.51959968304608,4.00777611663611,8.00571986658217,0.0152568091007263,0.0943338377793076,"NotSig"
"FBgn0029133",0.341164021789994,5.850246772977,8.00546137254908,0.0152570369351966,0.0943338377793076,"NotSig"
"FBgn0039732",-0.476496682001549,3.03400016540452,7.98472254269139,0.0153639683838172,0.0949241001862855,"NotSig"
"FBgn0033750",-0.447204370944132,2.77818240967089,7.97132268465171,0.0154326125847042,0.0952255195397116,"NotSig"
"FBgn0037265",-0.246546988859136,5.20890086779347,7.96993801165285,0.0154357588141434,0.0952255195397116,"NotSig"
"FBgn0031529",0.399488120857379,3.77551843611452,7.96702467189283,0.0154516911422385,0.0952528302059512,"NotSig"
"FBgn0259168",0.271963918732766,5.94270233907157,7.96155661159159,0.015478116249874,0.0952894580206783,"NotSig"
"FBgn0032521",-0.358305703293148,3.78931500505498,7.96132937583937,0.0154806523780423,0.0952894580206783,"NotSig"
"FBgn0032509",-0.290085895565131,5.56809431429495,7.95445584019894,0.0155142381768622,0.095425243585618,"NotSig"
"FBgn0016038",-0.242824175326893,6.05410332266252,7.94152655912996,0.0155802317759718,0.095659929901508,"NotSig"
"FBgn0037560",0.412346429119432,4.13989176933425,7.93863165719425,0.0155960075908458,0.095659929901508,"NotSig"
"FBgn0013305",0.304121045650842,8.54528780829375,7.93800014339912,0.0155982790990094,0.095659929901508,"NotSig"
"FBgn0263220",0.358170632617382,8.98546608515331,7.9379352297742,0.0155986115916217,0.095659929901508,"NotSig"
"FBgn0028398",-0.446305904248689,3.71485664979517,7.93530141413928,0.0156136208985853,0.0956811009766009,"NotSig"
"FBgn0034921",-0.315319844329038,4.4215415313418,7.91621542879076,0.0157111413295219,0.0960454855194942,"NotSig"
"FBgn0036825",-0.468051649797005,9.07069928071906,7.91372558849592,0.0157232771341307,0.0960454855194942,"NotSig"
"FBgn0019624",-0.271589773549813,9.04539835389949,7.91372370814578,0.0157232868588986,0.0960454855194942,"NotSig"
"FBgn0031850",0.223501531333236,7.6365081644338,7.91346232386426,0.0157246405836598,0.0960454855194942,"NotSig"
"FBgn0029936",-0.294037460791081,4.31626750501543,7.9119055740253,0.01573351037926,0.0960454855194942,"NotSig"
"FBgn0050342",-0.396435756338838,4.36275948100399,7.91013213016974,0.0157426891955494,0.0960454855194942,"NotSig"
"FBgn0286203",0.406252623037587,5.04447797266318,7.90526290784033,0.0157675224494587,0.0960756903779937,"NotSig"
"FBgn0086704",-0.224534407529624,8.97518311322693,7.90209158544315,0.0157836044098863,0.0960756903779937,"NotSig"
"FBgn0031497",-0.351271725269806,4.77594684070078,7.89973763851036,0.0157963149260746,0.0960756903779937,"NotSig"
"FBgn0267668",0.535205503030734,3.33538200561615,7.89948546488353,0.015799374275437,0.0960756903779937,"NotSig"
"FBgn0022359",-0.312463296271214,4.47029866818465,7.89799132002088,0.0158056637631148,0.0960756903779937,"NotSig"
"FBgn0261811",0.379098909984479,5.49494590995387,7.89070086448126,0.0158429669596096,0.0962285104035635,"NotSig"
"FBgn0029158",-0.256112301514565,5.72188323277978,7.88857670940724,0.0158540509953449,0.0962285104035635,"NotSig"
"FBgn0014269",-0.303042002740493,4.61569034294492,7.88269038062752,0.0158854206095636,0.0963482763564667,"NotSig"
"FBgn0023170",-0.388163909387232,8.82741881218408,7.87417377243449,0.0159294901848396,0.0965448383896683,"NotSig"
"FBgn0259927",0.438249307436427,8.30856970794178,7.86982891639545,0.015952337872764,0.0966125861365128,"NotSig"
"FBgn0028425",0.338905547060939,8.1509605888095,7.85937290224977,0.0160074798111628,0.0968756764302754,"NotSig"
"FBgn0039647",0.352916687808226,7.91008333483379,7.8491918775055,0.0160613884443428,0.0971309239815297,"NotSig"
"FBgn0032833",-0.290962743132274,9.42800879381865,7.84126122989495,0.0161035288912104,0.0973146829856432,"NotSig"
"FBgn0260386",0.457091990734886,3.71108358870795,7.83839539169191,0.0161203465170455,0.0973452580704738,"NotSig"
"FBgn0044020",-0.3038690964048,4.63464785610111,7.83226703747752,0.0161520853306917,0.0974658268606392,"NotSig"
"FBgn0029912",-0.416761008341279,5.50899255899504,7.82764770452165,0.0161762604359426,0.0975406119076245,"NotSig"
"FBgn0005674",0.354744467719592,6.97909601065569,7.81575052705088,0.0162399797567548,0.0978535607031826,"NotSig"
"FBgn0033995",0.36114440099465,4.49052808691739,7.79999390870344,0.0163255692129477,0.0982498349116846,"NotSig"
"FBgn0036999",0.285840570040356,4.47758747212927,7.79927079506822,0.0163294809564534,0.0982498349116846,"NotSig"
"FBgn0062413",0.290097824547899,5.677218566091,7.78271438032409,0.0164187353262368,0.0986518602108489,"NotSig"
"FBgn0035708",0.249169429218314,5.30136265396412,7.78067884545863,0.0164298968547015,0.0986518602108489,"NotSig"
"FBgn0032707",0.872568589042562,2.13944818099154,7.78232868855679,0.016432046772649,0.0986518602108489,"NotSig"
"FBgn0028523",-0.418651042482105,5.06800295918413,7.77483517089769,0.016461854751233,0.0987591996271434,"NotSig"
"FBgn0013995",0.351867239972648,8.88754518153846,7.77056551606357,0.0164850244563604,0.0988082297672374,"NotSig"
"FBgn0039757",-0.476326854298122,9.70290247952367,7.76894437592151,0.0164938970332555,0.0988082297672374,"NotSig"
"FBgn0032974",0.263954275674258,5.53292002128279,7.75008945381291,0.0165975390921308,0.0993572134083521,"NotSig"
"FBgn0265967",0.468869208266088,3.26133261898904,7.73123033088989,0.0167044169082435,0.0999247598145575,"NotSig"
"FBgn0261239",0.315582535544923,5.75775393998489,7.72835961074743,0.0167178984126429,0.099933199247849,"NotSig"
"FBgn0032682",0.455177577779299,4.34502893831614,7.72476582528262,0.0167387201856241,0.0999854721621804,"NotSig"
"FBgn0262167",-0.322972868321142,4.31246144607541,7.71403487114005,0.0167986330698795,0.1000971767277,"NotSig"
"FBgn0028708",-0.420190349463923,4.06559249072546,7.71396451715943,0.0167991029605571,0.1000971767277,"NotSig"
"FBgn0032191",-0.181751355572066,5.93299192033515,7.71359714600802,0.0168002554669551,0.1000971767277,"NotSig"
"FBgn0029504",0.370109515414446,6.78742133685224,7.71208960744118,0.0168086816152055,0.1000971767277,"NotSig"
"FBgn0036335",-0.386288645022037,4.51038409155481,7.70894257157505,0.0168270016889266,0.1000971767277,"NotSig"
"FBgn0002787",-0.230115136007794,5.7360768224941,7.70683555896477,0.0168381452924051,0.1000971767277,"NotSig"
"FBgn0260462",-0.215300947189948,8.17717910171875,7.70613501894423,0.0168420542555484,0.1000971767277,"NotSig"
"FBgn0262109",0.397069737241672,12.8763236169656,7.70117568143707,0.0168699119536586,0.100190818554046,"NotSig"
"FBgn0037207",-0.420429125219048,3.15641406050687,7.69284741621104,0.0169195660732484,0.10041368281034,"NotSig"
"FBgn0033631",-0.24815422548624,7.06625898190025,7.68635469857914,0.0169534960523303,0.10050849808114,"NotSig"
"FBgn0030610",-0.308297457797934,5.79698820710898,7.6852394552074,0.016959822662079,0.10050849808114,"NotSig"
"FBgn0038072",0.261752844123201,5.24437668444753,7.65353897131654,0.0171405766145569,0.10129859647669,"NotSig"
"FBgn0035204",-0.252984080910362,5.2921611211284,7.65267162149999,0.0171454292916913,0.10129859647669,"NotSig"
"FBgn0053696",0.401461579033064,4.58926515020323,7.65231378328596,0.0171479570103138,0.10129859647669,"NotSig"
"FBgn0029935",0.251054429245227,6.21211723209693,7.65168037123932,0.0171509660625329,0.10129859647669,"NotSig"
"FBgn0034950",-0.210154705070996,6.24402378619749,7.65109504305316,0.017154322051011,0.10129859647669,"NotSig"
"FBgn0028879",0.435431908938819,7.23055565154137,7.64484484342209,0.0171902043455595,0.101438133839549,"NotSig"
"FBgn0037105",0.321192236494388,4.86543240669616,7.63969727905419,0.0172202509885104,0.101543061206465,"NotSig"
"FBgn0034430",-0.413869313189713,3.21553857300443,7.63682422328775,0.0172390456288329,0.101581536484774,"NotSig"
"FBgn0034617",-0.35269166047211,3.21527041593945,7.63217766004545,0.0172658358408613,0.101667037643308,"NotSig"
"FBgn0265590",0.331687593777921,4.15098131109469,7.62869871271574,0.0172843382708592,0.101703650706783,"NotSig"
"FBgn0010220",-0.32036431742355,4.49966818301383,7.6255901980367,0.0173020891926174,0.101735792915966,"NotSig"
"FBgn0013576",0.396637300090919,9.96102666586149,7.62041230797966,0.0173313555793236,0.101835552051966,"NotSig"
"FBgn0038167",-0.25065105434544,4.9759443223946,7.61675033866868,0.0173529856014535,0.101890331769102,"NotSig"
"FBgn0036844",0.323639371339914,6.75958801821593,7.60195959821581,0.0174388777532092,0.102279797758926,"NotSig"
"FBgn0052767",0.4537155045341,6.49514058008119,7.59889672808065,0.0174568029808578,0.102279797758926,"NotSig"
"FBgn0031314",-0.365436820278563,3.16749554523549,7.59676939684301,0.0174719913033803,0.102279797758926,"NotSig"
"FBgn0035438",-0.243671702717122,7.22695362464815,7.59575460072589,0.0174752062711438,0.102279797758926,"NotSig"
"FBgn0031057",0.230895263167481,7.21883994708609,7.59475178688495,0.0174810863424182,0.102279797758926,"NotSig"
"FBgn0266666",-0.325305765364006,4.58864498906803,7.58501470968141,0.0175389381313017,0.102545811291699,"NotSig"
"FBgn0043457",-0.401641948578316,4.03556284138748,7.57270425458114,0.0176119052205811,0.102899762400276,"NotSig"
"FBgn0036715",0.381722831686777,3.3288492910226,7.56333292770248,0.0176687714718662,0.103159209460917,"NotSig"
"FBgn0036740",-0.310754502286536,5.77655396882104,7.54160680752791,0.0177961011036416,0.103829401717441,"NotSig"
"FBgn0038953",0.252119865012144,4.5399260413966,7.5336622379704,0.01784439334827,0.10403783981009,"NotSig"
"FBgn0030605",-0.278168061259992,6.47322631745274,7.53115511963253,0.0178588233217971,0.104048696890329,"NotSig"
"FBgn0033766",0.341282016184131,4.32954691889302,7.50846007200505,0.0179967595448157,0.104520130500638,"NotSig"
"FBgn0035754",-0.455091554658867,2.92930612590726,7.50712490131124,0.0180076596987909,0.104520130500638,"NotSig"
"FBgn0264793",0.501853760285543,3.1709230139694,7.50464167413759,0.0180219539737279,0.104520130500638,"NotSig"
"FBgn0027341",0.31741142747599,6.49831514306876,7.5040938176784,0.0180224785880242,0.104520130500638,"NotSig"
"FBgn0028644",0.295177974600294,5.3491066260165,7.50382569379718,0.0180242002676062,0.104520130500638,"NotSig"
"FBgn0014028",-0.202947397416027,8.45988080776991,7.50058680556456,0.0180438095097755,0.104520130500638,"NotSig"
"FBgn0029861",-0.306004090108891,4.33146417127495,7.49906132944137,0.0180539697577911,0.104520130500638,"NotSig"
"FBgn0029950",-0.345454243184386,5.18529047788836,7.49563754737378,0.0180741439102273,0.104520130500638,"NotSig"
"FBgn0033883",-0.231166418549338,5.73202707383023,7.49535168145973,0.0180757416581209,0.104520130500638,"NotSig"
"FBgn0035046",-0.218826951082651,6.95137241067218,7.49279989881832,0.0180913002477516,0.104520130500638,"NotSig"
"FBgn0034242",-0.429822341942112,4.81195970531418,7.49052293716353,0.0181057119209765,0.104520130500638,"NotSig"
"FBgn0051321",0.310654026734981,4.58168830741048,7.49048913447799,0.0181060664200526,0.104520130500638,"NotSig"
"FBgn0029155",0.20062242924575,8.66755734523941,7.48691121404897,0.0181273056096466,0.104520130500638,"NotSig"
"FBgn0029925",-0.341917312129455,5.23053318590915,7.48603254823527,0.0181328525154482,0.104520130500638,"NotSig"
"FBgn0030703",0.288597695691018,7.14280596221426,7.48598381150544,0.0181329873601936,0.104520130500638,"NotSig"
"FBgn0000567",0.369039247100716,5.76625511706744,7.48357433950869,0.0181477710518607,0.104520130500638,"NotSig"
"FBgn0285925",0.256819771536034,11.6531171177398,7.48249595950273,0.0181543601473508,0.104520130500638,"NotSig"
"FBgn0037754",0.228981484437113,7.9578181500696,7.478186910517,0.0181808114622491,0.104599679010396,"NotSig"
"FBgn0039650",-0.625587900315835,2.17459273776629,7.47568503258644,0.0182062337652175,0.104673200932108,"NotSig"
"FBgn0028940",-0.211107453146645,6.67418810143208,7.47123894799369,0.0182235616050295,0.104697548019787,"NotSig"
"FBgn0052982",-0.246055004100727,6.3197278703422,7.46926022390984,0.0182357608702177,0.104697548019787,"NotSig"
"FBgn0285937",0.2691982736447,8.20400485397131,7.46383496339129,0.018269237406366,0.104817059242761,"NotSig"
"FBgn0033387",0.366528842398315,4.84110862550582,7.45911637747552,0.018298920214375,0.104914654054578,"NotSig"
"FBgn0260941",0.463727787932808,8.09277877838329,7.45539493900297,0.0183214766333664,0.104971283769993,"NotSig"
"FBgn0085396",-0.68996001722207,2.75063622626083,7.45133669268917,0.0183515131318918,0.105070661977131,"NotSig"
"FBgn0003885",-0.224663848305085,7.43676703415219,7.44482962848144,0.0183871207721932,0.105201778073938,"NotSig"
"FBgn0014023",-0.354057957302704,4.64361574278395,7.43991555145063,0.01841839160534,0.105226912072893,"NotSig"
"FBgn0004463",-0.30810767348767,4.18887560675126,7.43910190778672,0.0184237380298654,0.105226912072893,"NotSig"
"FBgn0050438",0.643010074024012,3.83472793754085,7.43826914171208,0.0184296439794292,0.105226912072893,"NotSig"
"FBgn0004856",-0.281795961041663,5.34014767571931,7.43157288690418,0.0184700387339536,0.105318448181667,"NotSig"
"FBgn0051713",-0.260917821604608,3.85544788252548,7.43159924497786,0.0184711181011934,0.105318448181667,"NotSig"
"FBgn0250814",-0.217775583891126,9.1809914674591,7.42905897985071,0.0184856214994355,0.105328603161615,"NotSig"
"FBgn0013325",-0.454492256124581,9.05132702068423,7.41755236116175,0.0185578857563936,0.105667631483619,"NotSig"
"FBgn0013725",-0.310638543395533,5.20001099329535,7.41394669700623,0.0185807694912128,0.105725216919416,"NotSig"
"FBgn0020521",0.270803938936297,7.74140883420895,7.40922681258337,0.0186103819610251,0.105780861876482,"NotSig"
"FBgn0001133",-0.303693006251949,4.60207946689879,7.40842469457147,0.0186161028812699,0.105780861876482,"NotSig"
"FBgn0040505",0.365053993414258,7.97834284786695,7.4014046787506,0.0186598626616318,0.105956792164369,"NotSig"
"FBgn0052756",0.372046698160433,4.21989988788856,7.39577764911193,0.018696527114835,0.106034598796484,"NotSig"
"FBgn0033405",-0.371820760009843,4.28802215800739,7.39534801173267,0.0186991803651245,0.106034598796484,"NotSig"
"FBgn0262656",0.341684888886965,4.63510777382555,7.38633555244531,0.0187562193357054,0.106255431626073,"NotSig"
"FBgn0263607",0.316780401605544,4.979140159651,7.38512206229697,0.0187637928538855,0.106255431626073,"NotSig"
"FBgn0035720",0.33636164242508,11.3936493682457,7.38064996566893,0.0187919082964123,0.106287030148525,"NotSig"
"FBgn0030913",0.458535783834258,6.45061748551193,7.3801598579275,0.0187950491771278,0.106287030148525,"NotSig"
"FBgn0031474",0.228990343982424,7.23113393376204,7.37530855561686,0.0188260735221781,0.106389803884036,"NotSig"
